CurrentTime;RouteID;Temperature;WindIntensity;RainIntensity;SnowIntesity;result
16;50;13.630000000000081;1.000000000000000;0.000000000000000;0.000000000000000;101.688888888888897
16;50;13.630000000000090;1.000000000000000;0.000000000000000;0.000000000000000;397.180000000000007
16;50;13.629999999999908;1.000000000000000;0.000000000000000;0.000000000000000;78.882154882154879
16;50;13.629999999999942;1.000000000000000;0.000000000000000;0.000000000000000;80.235620915032683
16;50;13.629999999999942;1.000000000000000;0.000000000000000;0.000000000000000;75.756535947712422
16;50;13.630000000000088;1.000000000000000;0.000000000000000;0.000000000000000;474.864583333333371
16;50;13.629999999999830;1.000000000000000;0.000000000000000;0.000000000000000;76.564327485380119
16;50;13.630000000000022;1.000000000000000;0.000000000000000;0.000000000000000;155.875000000000000
16;50;13.629999999999830;1.000000000000000;0.000000000000000;0.000000000000000;75.967836257309941
16;50;13.630000000000082;1.000000000000000;0.000000000000000;0.000000000000000;66.194940476190482
16;50;13.629999999999734;1.000000000000000;0.000000000000000;0.000000000000000;249.084325396825392
16;50;13.629999999999836;1.000000000000000;0.000000000000000;0.000000000000000;102.108477011494244
16;50;13.630000000000010;1.000000000000000;0.000000000000000;0.000000000000000;116.227941176470580
16;50;13.630000000000010;1.000000000000000;0.000000000000000;0.000000000000000;368.950674019607845
16;50;13.629999999999649;1.000000000000000;0.000000000000000;0.000000000000000;63.535416666666670
16;50;13.629999999999789;1.000000000000000;0.000000000000000;0.000000000000000;67.086074561403507
16;50;13.629999999999942;1.000000000000000;0.000000000000000;0.000000000000000;77.466339869281043
16;70;13.629999999999892;1.000000000000000;0.000000000000000;0.000000000000000;379.243243243243228
16;70;13.630000000000082;1.000000000000000;0.000000000000000;0.000000000000000;65.974474474474476
16;70;13.630000000000093;1.000000000000000;0.000000000000000;0.000000000000000;329.916216216216185
16;70;13.630000000000008;1.000000000000000;0.000000000000000;0.000000000000000;689.612612612612565
16;70;13.629999999999892;1.000000000000000;0.000000000000000;0.000000000000000;137.899613899613882
16;70;13.629999999999709;1.000000000000000;0.000000000000000;0.000000000000000;189.298489666136732
16;70;13.629999999999709;1.000000000000000;0.000000000000000;0.000000000000000;437.431240063593009
16;70;13.629999999999709;1.000000000000000;0.000000000000000;0.000000000000000;503.965023847376813
16;70;13.629999999999709;1.000000000000000;0.000000000000000;0.000000000000000;414.593402225755199
16;70;13.629999999999669;1.000000000000000;0.000000000000000;0.000000000000000;395.110155610155630
16;70;13.630000000000052;1.000000000000000;0.000000000000000;0.000000000000000;168.447368421052630
16;70;13.629999999999685;1.000000000000000;0.000000000000000;0.000000000000000;76.822972972972977
16;70;13.630000000000082;1.000000000000000;0.000000000000000;0.000000000000000;187.374269005847964
16;70;13.629999999999782;1.000000000000000;0.000000000000000;0.000000000000000;232.400540540540533
16;70;13.630000000000033;1.000000000000000;0.000000000000000;0.000000000000000;217.502321981424132
16;70;13.630000000000093;1.000000000000000;0.000000000000000;0.000000000000000;424.802702702702732
16;70;13.630000000000093;1.000000000000000;0.000000000000000;0.000000000000000;297.492105263157896
16;70;13.630000000000070;1.000000000000000;0.000000000000000;0.000000000000000;483.966216216216253
16;70;13.629999999999743;1.000000000000000;0.000000000000000;0.000000000000000;527.655572755418007
16;70;13.629999999999743;1.000000000000000;0.000000000000000;0.000000000000000;501.380030959752332
16;70;13.629999999999743;1.000000000000000;0.000000000000000;0.000000000000000;493.224458204334383
16;70;13.629999999999743;1.000000000000000;0.000000000000000;0.000000000000000;410.196594427244577
16;70;13.629999999999766;1.000000000000000;0.000000000000000;0.000000000000000;69.575263157894739
16;70;13.630000000000091;1.000000000000000;0.000000000000000;0.000000000000000;117.241902834008101
16;70;13.630000000000091;1.000000000000000;0.000000000000000;0.000000000000000;176.948380566801632
16;75;13.630000000000006;1.000000000000000;0.000000000000000;0.000000000000000;93.432098765432102
16;75;13.629999999999997;1.000000000000000;0.000000000000000;0.000000000000000;71.861111111111114
16;85;13.630000000000075;1.000000000000000;0.000000000000000;0.000000000000000;146.831707317073182
16;85;13.629999999999747;1.000000000000000;0.000000000000000;0.000000000000000;288.888719512195109
16;85;13.629999999999679;1.000000000000000;0.000000000000000;0.000000000000000;391.615447154471553
16;85;13.629999999999836;1.000000000000000;0.000000000000000;0.000000000000000;619.909971305595377
16;85;13.629999999999836;1.000000000000000;0.000000000000000;0.000000000000000;760.039454806312733
16;85;13.630000000000084;1.000000000000000;0.000000000000000;0.000000000000000;133.095238095238102
16;85;13.629999999999725;1.000000000000000;0.000000000000000;0.000000000000000;865.987317073170743
16;85;13.630000000000082;1.000000000000000;0.000000000000000;0.000000000000000;310.880952380952408
16;85;13.630000000000054;1.000000000000000;0.000000000000000;0.000000000000000;205.892063492063471
16;85;13.629999999999891;1.000000000000000;0.000000000000000;0.000000000000000;457.087291399229798
16;85;13.630000000000054;1.000000000000000;0.000000000000000;0.000000000000000;168.957142857142856
16;85;13.629999999999930;1.000000000000000;0.000000000000000;0.000000000000000;578.806233062330648
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;155.379551820728295
16;85;13.630000000000081;1.000000000000000;0.000000000000000;0.000000000000000;583.001524390243958
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;158.141806722689068
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;104.162815126050418
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;78.196428571428584
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;86.103291316526608
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;73.905812324929968
16;85;13.629999999999864;1.000000000000000;0.000000000000000;0.000000000000000;66.320378151260513
16;85;13.630000000000084;1.000000000000000;0.000000000000000;0.000000000000000;75.191798941798936
16;85;13.630000000000058;1.000000000000000;0.000000000000000;0.000000000000000;117.142857142857139
16;85;13.630000000000090;1.000000000000000;0.000000000000000;0.000000000000000;143.134146341463406
16;90;13.630000000000072;1.000000000000000;0.000000000000000;0.000000000000000;66.833333333333343
16;90;13.630000000000015;1.000000000000000;0.000000000000000;0.000000000000000;72.727272727272720
16;90;13.630000000000091;1.000000000000000;0.000000000000000;0.000000000000000;72.580808080808083
16;90;13.629999999999679;1.000000000000000;0.000000000000000;0.000000000000000;68.177807486631011
